"filename", "language", "JSON", "HTML", "JavaScript", "MS SQL", "JavaScript JSX", "PostCSS", "Markdown", "Dotenv", "XML", "comment", "blank", "total"
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\smart-select.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\start-test.html", "HTML", 0, 477, 0, 0, 0, 0, 0, 0, 0, 41, 39, 557
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\step1.html", "HTML", 0, 167, 0, 0, 0, 0, 0, 0, 0, 1, 9, 177
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\step2.html", "HTML", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 7, 75
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\step3.html", "HTML", 0, 200, 0, 0, 0, 0, 0, 0, 0, 1, 5, 206
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\step4.html", "HTML", 0, 206, 0, 0, 0, 0, 0, 0, 0, 6, 11, 223
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\syllabus.html", "HTML", 0, 250, 0, 0, 0, 0, 0, 0, 0, 24, 19, 293
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\taking.html", "HTML", 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 1, 192
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\test-review.html", "HTML", 0, 293, 0, 0, 0, 0, 0, 0, 0, 22, 38, 353
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\test-series.html", "HTML", 0, 417, 0, 0, 0, 0, 0, 0, 0, 60, 47, 524
"c:\Users\rayya\OneDrive - Higher Education Commission\Mdcatemy\MDCATemy\temp_html\upload-mcqs.html", "HTML", 0, 91, 0, 0, 0, 0, 0, 0, 0, 6, 9, 106
"Total", "-", 5849, 9215, 1202, 252, 6969, 147, 9, 11, 23, 779, 2136, 26592
